acto;nome;tipo;ambito_geografico;primeiro_ano;ultimo_ano;n_publicacoes;n_organizacoes;codigos_organizacoes
5762;CCT ENTRE A ASSOCIAÇÃO DOS ARMADORES DSE TRÁFEGO FLUVIAL E O SINDICATO DOS TRANSPORTES FLUVIAIS, COSTEIROS E DA MARINHA MERCANTE E OUTROS;Contrato coletivo de trabalho;Continente;2003;2003;4;4;1.173.2 1.5.5 1.8.2 5.4.0
5764;ACT ENTRE A PORTUCEL TEJO - EMPRESA DE CELULOSE DO TEJO, SA,E OUTRA  E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTROS - ALTERASÇÃO SALARIAL E OUTRAS.;Acordo coletivo de trabalho;Continente;2004;2006;15;8;1.133.1 1.133.2 1.15.1 1.15.2 1.221.0 1.5.5 2.26.1 2.32.0
5765;CCT ENTRE A ANCIPA - ASSOCIAÇÃO NACIONAL DE COMERCIANTES E INDUSTRIAIS DE PRODUTOS ALIMENTARES E A FESAHT - FEDERAÇÃO DOS SINDICATOS DA ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL (PASTELARIA, CONFEITARIA E CONSERVAÇÃO DE FRUTA - PESSOAL FABRIL);Contrato coletivo de trabalho;Nacional;2003;2006;8;3;2.40.0 2.40.1 5.12.0
5766;CCT ENTRE A ACAP - ASSOCIAÇÃO DO COMÉRCIO AUTOMÓVEL DE PORTUGAL E OUTRAS E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTROS.;Contrato coletivo de trabalho;Nacional;2003;2003;8;8;1.361.2 1.84.1 2.26.1 5.140.0 5.141.0 5.23.1 5.78.0 5.83.1
5767;CCT ENTRE A ACAP - ASSOCIAÇÃO DO COMÉRCIO AUTOMÓVEL DE PORTUGAL E OUTRAS  E O SITESC - SINDICATO DOS TRABALHADORES DE ESCRITÓRIO, SERVIÇOS E COMÉRCIO.;Contrato coletivo de trabalho;Nacional;2003;2003;6;6;1.133.1 5.140.0 5.141.0 5.23.1 5.78.0 5.83.1
5770;AE ENTRE A VARZIM SOL - TURISMO, JOGO E ANIMAÇÃO, SA E O SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO NORTE - ALTERAÇÃO SALARIAL E OUTRAS/TEXTO CONSOLIDADO;Acordo de empresa;Concelhia;2007;2008;2;1;1.380.0
5772;ACT CIMIANTO - SOCIEDADE TÉCNICA DE HIDRÁULICA, SA E OUTRA E A FEDERAÇÃO DOS SINDICATOS DAS INDÚSTRIAS DE CERAMICA, CIMENTO E VIDRO DE PORTUGAL E OUTROS;Acordo coletivo de trabalho;Nacional;2003;2003;6;6;1.129.1 1.143.1 2.12.2 2.15.2 2.23.2 2.39.0
5773;AE ENTRE A CAIXA GERAL DE DEPÓSITOS, SA E O SINDICATO DOS BANCÁRIOS DO CENTRO E OUTROS;Acordo de empresa;Nacional;2003;2011;10;4;1.110.0 1.209.0 1.57.0 2.51.0
5776;CCT ENTRE A AEVP - ASSOCIAÇÃO DAS EMPRESAS DE VINHO DO PORTO E OUTRAS E A FEPCES - FED. PORT. SIND. COMÉRCIO, ESCRITÓRIOS E SERVIÇOS E OUTRA(ARMAZÉNS);Contrato coletivo de trabalho;Nacional;2003;2003;5;5;2.40.0 2.6.4 5.308.3 5.331.0 5.42.1
5777;CCT ENTRE A AEVP - ASSOCIAÇÃO DAS EMPRESAS  DE VINHO DO PORTO E OUTRAS E A FEPCES - FED.PORT. SIND .COMÉRCIO, ESCRITÓRIOS E SERVIÇOS E OUTRA (ADMINISTRATIVOS E VENDAS);Contrato coletivo de trabalho;Nacional;2003;2003;5;5;2.40.0 2.6.4 5.308.3 5.331.0 5.42.1
5778;AE ENTRE O HOSPITAL DA CRUZ VERMELHA PORTUGUESA E A FESAHT-FEDERAÇÃO DOS SINDICATOS DA ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL E OUTROS.;Acordo de empresa;Nacional;2003;2008;6;4;1.157.2 1.19.1 2.40.0 2.40.1
5782;CCT ENTRE A LIGA PORTUGUESA DE FUTEBOL PROFISSIONAL E A FESAHT - FEDERAÇÃO DOS SINDICATOS DA ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL;Contrato coletivo de trabalho;Nacional;2003;2003;2;2;2.40.0 5.319.1
5784;AE ENTRE O CCCA - CLUBE DE CAMPISMO DO CONCELHO DE ALMADA E O CESP - SINDICATO DOS TRABALHADORES DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS DE PORTUGAL - ALTERAÇÃO SALARIAL E OUTRA.;Acordo de empresa;Concelhia;2006;2007;2;1;1.518.0
5785;CCT APIMINERAL - ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA MINERAL E A FETICEQ - FEDERAÇÃO DOS TRABALHADORES DAS INDÚSTRIAS CERÂMICA, VIDREIRA, EXTRACTIVA, ENERGIA E QUÍMICA E OUTROS;Contrato coletivo de trabalho;Nacional;2003;2003;6;6;1.133.1 1.15.1 1.221.0 2.26.1 2.32.0 5.51.1
5786;CCT ENTRE A AEEP- ASSOCIAÇÃO DOS ESTABELECIMENTOS DE ENSINO PARTICULAR E COOPERATIVO E O SINAPE -SINDICATO NACIONAL DOS PROFISSIONAIS DA EDUCAÇÃO.;Contrato coletivo de trabalho;Nacional;2003;2003;2;2;1.377.2 5.223.2
5787;CCT  ENTRE A ASSOCIAÇÃO COMERCIAL E EMPREASARIAL DOS CONCELHOS DE OEIRAS E AMADORA E OUTRAS  E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTROS;Contrato coletivo de trabalho;Distrital;2003;2003;7;7;2.26.1 5.115.1 5.116.1 5.122.2 5.26.2 5.48.1 5.90.1
5788;CCT ENTRE A LIGA PORTUGUESA DE FUTEBOL PROFISSIONAL E A FEPCES - FEDERAÇÃO PORTUGUESA DOS SINDICATOS DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS E OUTROS;Contrato coletivo de trabalho;Nacional;2003;2003;6;6;1.133.1 2.15.2 2.21.1 2.26.1 2.6.4 5.319.1
5789;ACT ENTRE VÁRIAS CAIXAS DE CRÉDITO AGRÍCOLA MÚTUO E O SINDICATO DOS BANCÁRIOS DO NORTE E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS E TEXTO CONSOLIDADO;Acordo coletivo de trabalho;Nacional;2005;2011;12;4;1.110.0 1.209.0 1.57.0 2.51.0
5791;AE ENTRE O HOSPITAL AMADORA SINTRA - SOCIEDADE GESTORA SA E A FESAHT - FEDERAÇÃO DOS SINDICATOS DA AGRICULTURA , ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS;Acordo de empresa;Concelhia;2008;2008;4;4;1.157.2 1.273.2 1.299.0 2.40.1
5792;CCT ENTRE A ASSOCIAÇÃO PORTUGUESA DE EMPRESAS CINEMATOGRÁFICAS E O SINTTAV - SINDICATO NACIONAL DOS TRABALHADORES DAS TELECOMUNICAÇÕES E AUDIOVISUAL.;Contrato coletivo de trabalho;Nacional;2003;2025;24;2;1.504.0 5.110.0
5793;CCT ENTRE A ASSOCIAÇÃO PORTUGUESA DE EMPRESAS CINEMATOGRÁFICAS E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS.;Contrato coletivo de trabalho;Nacional;2003;2006;8;2;2.26.1 5.110.0
5795;CCT ENTRE A ANASE - ASSOCIAÇÃO NACIONAL DE SERVIÇOS DE LIMPEZA A SECO, LAVANDARIA E TINTURARIA E A FETESE -  FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS - ALTERAÇÃO SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Nacional;2004;2012;19;6;1.133.2 2.26.1 2.26.3 5.517.0 5.517.1 5.517.2
5796;AE ENTRE A PSA - SINES TERMINAIS DE CONTENTORES, SA,  E O SINDICATO XXI - ASSOCIAÇÃO SINDICAL DOS TRABALHADORES ADMINISTRATIVOS, TÉCNICOS E OPERADORES DOS TERMINAIS DE CARGA CONTENTORIZADA DO PORTO DE SINES;Acordo de empresa;Concelhia;2004;2004;1;1;1.553.0
5797;ACT ENTRE A DOURO ACIMA-TRANSPORTES, TURISMO E RESTAURAÇÃO, LDª E OUTRAS E A FESMAR-FEDERAÇÃO DE SINDICATOS DOS TRABALHADORES DO MAR E OUTRA;Acordo coletivo de trabalho;Nacional;2004;2010;6;3;2.26.1 2.26.2 2.36.0
5798;AE ENTRE A NAVEGAÇÃO AÉREA DE PORTUGAL - NAV  PORTUGAL, EPE E O SINCTA - SINDICATO DOS CONTROLADORES DE TRÁFEGO AÉREO;Acordo de empresa;Nacional;2004;2004;1;1;1.383.0
5799;ACT ENTRE A CAIMA - INDÚSTRIA DE CELULOSE, SA, E OUTRA E O SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE CELULOSE, PAPEL, GRÁFICA E IMPRENSA E OUTROS - REVISÃO GLOBAL.;Acordo coletivo de trabalho;Nacional;2004;2004;8;8;1.143.1 1.502.0 1.518.0 2.15.2 2.21.1 2.23.2 2.39.0 2.40.0
5800;ACT ENTRE A CAIMA - INDÚSTRIA DE CELULOSE, SA, E OUTRA E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTROS - REVISÃO GLOBAL.;Acordo coletivo de trabalho;Nacional;2004;2004;3;3;1.5.5 2.26.1 2.32.0
5801;AE ENTRE A EMPRESA TRIPUL - SOCIEDADE DE GESTÃO DE  NAVIOS, LDª E A FESMAR -FEDERAÇÃO DE SINDICATOS DOS TRABALHADORES DO MAR;Acordo de empresa;Nacional;2004;2009;6;1;2.36.0
5802;CCT ENTRE A AIND - ASSOCIAÇÃO PORTUGUESA DE  IMPRENSA  E O SINDICATO DOS JORNALISTAS - REVISÃO GLOBAL.;Contrato coletivo de trabalho;Nacional;2004;2004;2;2;1.11.0 5.139.1
5803;ACT ENTRE A EMPRESA DE NAVEGAÇÃO MADEIRENSE, LDª.  E OUTRAS E A FESMAR - FEDERAÇÃO DE SINDICATOS DOS TRABALHADORES DO MAR  E OUTRA- REVISÃO GLOBAL.;Acordo coletivo de trabalho;Nacional;2004;2026;20;1;2.36.0
5804;AE ENTRE A  EMPRESA PORTO SANTO LINE - TRANSPORTES MARÍTIMOS, LDª E A FESMAR -FEDERAÇÃO DE SINDICATOS DOS TRABALHADORES DO MAR.;Acordo de empresa;Nacional;2004;2018;15;1;2.36.0
5805;AE ENTRE A VIDRARTE - ARMANDO BARBOSA & CARNEIRO, LDA, E A FETICEQ - FEDERAÇÃO DOS TRABALHADORES DAS INDÚSTRIAS CERAMICA, VIDREIRA, EXTRACTIVA, ENERGIA E QUÍMICA - REVISÃO GLOBAL;Acordo de empresa;Nacional;2004;2008;3;1;2.32.0
5806;ACT ENTRE A BRISA, AUTO-ESTRADAS DE PORTUGAL,SA E OUTRAS E O SETACCOP - SINDICATO DA CONSTRUÇÃO, OBRAS PÚBLICAS E SERVIÇOS  AFINS E OUTROS - REVISÃO GLOBAL.;Acordo coletivo de trabalho;Continente;2004;2004;8;8;1.143.1 1.286.2 2.15.2 2.21.1 2.23.2 2.26.1 2.39.0 2.6.4
5807;CCT ENTRE A ASSOCIAÇÃO DOS AGRICULTORES DOS CONCELHOS DE ABRANTES, CONSTÂNCIA, SARDOAL E MAÇÃO E A FESAHT - FEDERAÇÃO DOS SINDICATOS DA ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Distrital;2005;2006;12;6;1.144.1 1.394.0 1.532.0 2.40.1 2.46.0 5.406.0
5808;CCT ENTRE A ASSOCIAÇÃO DOS AGRICULTORES DO BAIXO ALENTEJO E A FESAHT - FEDERAÇÃO DOS SINDICATOS DA AGRICULTURA, ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL - ALTERAÇÃO SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Distrital;2006;2006;2;2;2.40.0 5.321.0
5809;AE ENTRE A VIAMAR - SOCIEDADE DE VIAGENS PENICHE - BERLENGA, LDª, E O SINDICATO DOS TRANSPORTES FLUVIAIS, COSTEIROS E DA MARINHA MERCANTE - ALTERAÇÃO SALARIAL E OUTRAS.;Acordo de empresa;Concelhia;2005;2005;1;1;1.8.2
5810;CCT-ENTRE A ARESP-ASSOC. DA RESTAURAÇÃO E SIMILARES DE PORTUGAL E A FETESE-FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTRO (CANTINAS, REFEITÓRIOS E FÁBRICAS DE REFEIÇÃO).-REVISÃO GLOBAL.;Contrato coletivo de trabalho;Nacional;2004;2010;18;5;1.361.2 2.26.1 2.26.2 5.508.0 5.508.1
5811;CCT ENTRE A ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DO CONCELHO DO FUNDÃO E OUTRA E A CGSI- CONFEDERAÇÃO GERAL DOS SINDICATOS INDEPENDENTES E OUTRO (TELETRABALHO);Contrato coletivo de trabalho;Concelhia;2004;2004;3;3;1.516.1 4.6.0 5.225.1
5812;CCT ENTRE A ASSOCIAÇÃO DOS AGRICULTORES DO CONCELHO DE VILA REAL E A FESAHT - FEDERAÇÃO DOS SINDICATOS DA AGRICULTURA, ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL - ALTERAÇÃO SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Concelhia;2006;2006;2;2;2.40.1 5.360.0
5813;CONTRATO COLETIVO ENTRE A NORQUIFAR - ASSOCIAÇÃO NACIONAL DOS IMPORTADORES/ARMAZENISTAS E RETALHISTAS DE PRODUTOS QUÍMICOS E FARMACÊUTICOS E O SINDEQ - SINDICATO DEMOCRÁTICO DA ENERGIA, QUÍMICA, TÊXTIL E INDÚSTRIAS DIVERSAS - ALTERAÇÃO SALARIAL E OUTRAS;Contrato coletivo de trabalho;Nacional;2004;2026;48;8;1.360.2 1.360.3 2.32.0 2.47.0 4.9.1 4.9.2 5.195.1 5.195.2
5814;ACT ENTRE A DOURO AZUL - SOCIEDADE MARÍTIMO - TURÍSTICA, LDª. E OUTRA E A FESMAR  - FEDERAÇÃO DE SINDICATOS DOS TRABALHADORES DO MAR E OUTRA - REVISÃO GROBAL.;Acordo coletivo de trabalho;Nacional;2004;2005;4;2;2.26.1 2.36.0
5815;AE ENTRE A AC, ÁGUAS DE COIMBRA, EM, E O SINTAP - SINDICATO DOS TRABALHADORES DA  ADMINISTRAÇÃO PÚBLICA - ALTERAÇÃO SALARIAL E OUTRAS.;Acordo de empresa;Concelhia;2006;2018;4;2;1.363.0 1.363.1
5816;CCT ENTRE A AIBA - ASSOCIAÇÃO DOS INDUSTRIAIS DE BOLACHAS E AFINS E A FESAHT - FEDERAÇÃO DOS SINDICATOS DA ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL (PESSOAL FABRIL, DE APOIO E MANUTANÇÃO) - REVISÃO GLOBAL.;Contrato coletivo de trabalho;Nacional;2004;2005;4;2;2.40.0 5.484.0
5817;CCT ENTRE A AES - ASSOCIAÇÃO DAS EMPRESAS DE SEGURANÇA E OUTRA E O STAD - SINDICATO DOS TRABALHADORES DE SERVIÇOS DE PORTARIA, VIGILÂNCIA, LIMPEZA, DOMÉSTICAS E ACTIVIDADES DIVERSAS E OUTROS - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2004;2011;31;11;1.152.2 1.248.3 2.15.2 2.21.1 2.39.0 2.48.0 2.50.0 2.6.4 5.439.0 5.439.1 5.440.0
5820;AE ENTRE A PORTUCEL - EMPRESA PRODUTORA DE PASTA E PAPEL,SA E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS/ TEXTO CONSOLIDADO.;Acordo de empresa;Continente;2005;2008;20;10;1.133.1 1.133.2 1.15.2 1.221.1 1.360.2 1.385.2 1.5.3 1.5.5 2.26.1 2.32.0
5821;CCT ENTRE A ASSOCIAÇÃO PORTUGUESA DE RADIODIFUSÃO -APR E O STT - SINDICATO DOS TRABALHADORES DAS TELECOMUNICAÇÕES E COMUNICAÇÃO AUDIOVISUAL E OUTRO;Contrato coletivo de trabalho;Nacional;2004;2006;12;4;1.119.1 1.440.1 1.504.0 5.502.0
5822;ACT ENTRE A LOCAPOR - COMPANHIA PORTUGUESA DE LOCAÇÃO FINANCEIRA MOBILIÁRIA, SA E OUTRAS E O STEC - SINDICATO DOS TRABALHADORES DAS EMPRESAS DO GRUPO CAIXA GERAL DE DEPÓSITOS;Acordo coletivo de trabalho;Nacional;2004;2016;5;1;1.537.0
5823;CCT ENTRE A AIBA - ASSOCIAÇÃO DOS INDUSTRIAIS DE BOLACHAS E AFINS E A FETICEQ - FEDERAÇÃO DOS TRABALHADORES DAS INDÚSTRIAS CERÂMICA, VIDREIRA, EXTRACTIVA, ENERGIA E QUÍMICA (PESSOAL FABRIL, DE APOIO E MANUTENÇÃO) - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2004;2005;4;2;2.32.0 5.484.0
5824;CCT  ENTRE A ARESP - ASSOCIAÇÃO DA RESTAURAÇÃO E SILMILARES DE PORTUGAL E A  FESAHT - FEDERAÇÃO DOS SINDICATOS DA ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL - REVISÃO GLOBAL.;Contrato coletivo de trabalho;Nacional;2004;2008;8;3;2.40.0 2.40.1 5.508.0
5825;ACT ENTRE A LOCAPOR - COMPANHIA PORTUGUESA DE LOCAÇÃO FINANCEIRA MOBILIÁRIA, SA E OUTRAS E O SINDICATO DOS BANCÁRIOS DO NORTE BE OUTROS;Acordo coletivo de trabalho;Nacional;2004;2009;9;3;1.110.0 1.209.0 1.57.0
5826;"CCT ENTRE A ASSOCIAÇÃO DAS INDÚSTRIAS DE MADEIRA E MOBILIÁRIO
 DE PORTUGAL E OUTRAS E O SETACCOP - SINDICATO DA CONSTRUÇÃO, OBRAS PÚBLICAS E SERVIÇOS AFINS E OUTROS - REVISÃO GLOBAL.";Contrato coletivo de trabalho;Nacional;2004;2007;24;7;1.133.1 1.286.2 2.26.1 5.190.1 5.388.0 5.78.0 5.92.0
5827;CCT ENTRE A ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS DE PAPEL E CARTÃO E O SINDETELCO - SINDICATO DEMOCRÁTICO DOS TRABALHADORES DAS COMUNICAÇÕES E DOS MÉDIA E OUTRA - REVISÃO GLOBAL.;Contrato coletivo de trabalho;Nacional;2004;2004;3;3;1.385.2 2.26.1 5.277.0
5828;CCT ENTRE A ASSOCIAÇÃO DOS INDUSTRIAIS DE PRÓTESE E O SINDICATO DOS TÉCNICOS DE PRÓTESE DENTÁRIA - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2004;2007;8;3;1.160.0 5.178.2 5.178.3
5829;CCT ENTRE A AHP - ASSOCIAÇÃO DOS HOTÉIS DE PORTUGAL E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALÇHADORTES DE SERVIÇOS - REVISÃO GLOBAL.;Contrato coletivo de trabalho;Pluridistrital;2004;2005;4;2;2.26.1 5.345.0
5830;CCT ENTRE A AEEP -ASSOCIAÇÃO DOS ESTABELECIMENTOS DE ENSINO PARTICULAR E COOPERATIVO E A FNE - FEDERAÇÃO NACIONAL DOS SINDICATOS DA EDUCAÇÃO E OUTROS  - REVISÃO GLOBAL.;Contrato coletivo de trabalho;Nacional;2004;2004;10;10;1.103.2 1.104.2 1.133.1 1.225.2 1.300.2 1.368.2 1.393.1 2.26.1 2.31.1 5.223.2
5831;AE ENTRE A SOCIEDADE NORTENHA DE GESTÃO DE BINGOS,SA E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS - ALTERAÇÃO SALARIAL E OUTRAS;Acordo de empresa;Nacional;2004;2006;3;2;2.26.0 2.26.1
5832;AE ENTRE A SOCIEDADE NORTENHA DE GESTÃO DE BINGOS, SA  E O SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO NORTE - REVISÃO GLOBAL;Acordo de empresa;Pluridistrital;2004;2006;3;1;1.380.0
5833;CCT ENTRE A AEEP - ASSOCIAÇÃO DOS ESTABELECIMENTOS DE ENSINO PARTICULAR E COOPERATIVO E A FENPROF- FEDERAÇÃO NACIONAL DOS PROFESSORES E OUTROS - REVISÃO GLOBAL.;Contrato coletivo de trabalho;Nacional;2004;2004;10;10;1.118.1 1.122.1 1.152.2 1.157.2 1.287.2 2.15.2 2.21.1 2.33.0 2.6.4 5.223.2
5834;CCT ENTRE A AIBA - ASSOCIAÇÃO DOS INDUSTRIAIS DE BOLACHAS E AFINS E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTROS (ADMINISTRATIVOS) - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2004;2008;17;8;1.133.1 1.133.2 2.26.1 2.32.0 2.40.0 2.40.1 2.6.4 5.484.0
5835;CCT ENTRE A ASIMPALA - ASSOC.  DOS INDUSTRIAIS DE PANIFICAÇÃO DO ALTO ALENTEJO E OUTRA E A FESAHT - FEDER. DOS SIND. DA ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL E OUTRAS ( FABRICO, EXPEDIÇÃO E VENDA, APOIO À MANUTENÇÃO - SUL) - REVISÃO GLOBAL;Contrato coletivo de trabalho;Pluridistrital;2004;2009;27;9;2.21.1 2.23.2 2.39.0 2.40.0 2.40.1 2.46.0 2.48.0 5.253.0 5.330.0
5836;AE ENTRE A OGMA - INDÚSTRIA AERONÁUTICA DE PORTUGAL SA E O SITAVA - SINDICATO DOS TRABALHADORES DA AVIAÇÃO E AEROPORTOS;Acordo de empresa;Nacional;2004;2004;1;1;1.372.0
5837;AE ENTRE A VALORSUL - VALORIZAÇÃO E TRATAMENTO DE RESÍDUOS SÓLIDOS DA ÁREA METROPOLITANA DE LISBOA (NORTE), SA E O SINQUIFA - SINDICATO DOS TRABALHADORES DA QUÍMICA, FARMACÊUTICA, PETRÓLEO E GÁS DO CENTRO, SUL E ILHAS - REVISÃO GLOBAL;Acordo de empresa;Nacional;2004;2004;1;1;1.500.0
5838;CCT ENTRE A ANIA - ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS DE ARROZ E OUTRAS E A  FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTROS - (ADMINISTRATIVOS). REVISÃO GLOBAL.;Contrato coletivo de trabalho;Nacional;2004;2009;45;11;1.133.2 1.360.2 2.26.1 2.32.0 2.40.1 2.6.4 5.11.0 5.446.1 5.485.0 5.485.1 5.65.0
5839;ACT ENTRE A CIMIANTO ¿ SOCIEDADE TÉCNICA HIDRÁULICA, SA E OUTRA E A FETESE ¿ FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTROS ¿ ALTERAÇÃO SALARIAL E OUTRAS E TEXTO CONSOLIDADO.;Acordo coletivo de trabalho;Nacional;2005;2005;3;3;1.133.2 1.360.1 2.26.1
5840;AE ENTRE A EMPRESA AUTO-ESTRADAS DO ATLÂNTICO, S. A.  E O  SETACCOP - SINDICATO DA  CONSTRUÇÃO, OBRAS PÚBLICAS E SERVIÇOS AFINS.-ALTERAÇÃO SALARIAL E OUTRAS.;Acordo de empresa;Nacional;2005;2007;3;1;1.286.2
5841;CCT ENTRE A AEEP-ASSOCIAÇÃO DOS ESTABELECIMENTOS DE ENSINO PRTICULAR E COOPERATIVO E O SINAPE -SINDICATO NACIONAL DOS PROFISSIONAIS DA EDUCAÇÃO . REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2004;2004;2;2;1.377.2 5.223.2
5843;CCT ENTRE A UNIHSNOR -UNIÃO DAS ASSOCIAÇÕES DE HOTELARIA E RESTAURAÇÃO DO NORTE DE PORTUGAL E A FESAHT -FEDERAÇÃO DOS SINDICATOS DA AGRICULTURA, ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL- REVISÃO GLOBAL;Contrato coletivo de trabalho;Pluridistrital;2004;2004;2;2;2.40.1 7.3.4
5844;AE ENTRE A CMP - CIMENTOS MACEIRA E PATAIAS,SA E A FEDERAÇÃO PORTUGUESA DOS SINDICATOS DA CONSTRUÇÃO,CERÂMICA E VIDRO E OUTROS. REVISÃO GLOBAL.;Acordo de empresa;Continente;2004;2004;6;6;1.143.1 2.12.2 2.15.2 2.21.1 2.39.0 2.6.4
5845;AE ENTRE A SECIL - COMPANHIA GERAL DE CAL E CIMERNTO,SA. E A FEDERAÇÃO PORTUGUESA DOS SINDICATOS DA CONSTRUÇÃO,CERÂMICA E VIDRO E OUTROS. REVISÃO GLOBAL.;Acordo de empresa;Continente;2004;2004;6;6;1.143.1 2.15.2 2.21.1 2.39.0 2.46.0 2.6.4
5846;CCT ENTRE A ASSOCIAÇÃO DE AGRICULTORES DO BAIXO ALENTEJO E O SETAA - SINDICATO DA AGRICULTURA, ALIMENTAÇÃO E FLORESTAS - ALTERAÇÃO SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Distrital;2005;2006;4;2;1.103.2 5.321.0
5847;CCT ENTRE A ACHOC - ASSOCIAÇÃO DOS INDUSTRIAIS DE CHOCOLATES E CONFEITARIA E A FESAHT - FEDERAÇÃO DOS SINDICATOS DA AGRICULTURA, ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL (PESSOAL FABRIL) - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2004;2004;2;2;2.40.1 5.485.1
5848;CCT ENTRE A APIM - ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DE MOAGEM E MASSAS E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS (DISTRITOS DE AVEIRO E PORTO) - REVISÃO GLOBAL.;Contrato coletivo de trabalho;Pluridistrital;2004;2004;2;2;2.26.1 5.446.1
5849;AE ENTRE A RTS - PRÉ-FABRICADOS DE BETÃO, LDA E O SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE CERÂMICA, CIMENTOS E SIMILARES DO SUL E REGIÕES AUTÓNOMAS - REVISÃO GLOBAL;Acordo de empresa;Pluridistrital;2004;2007;4;1;1.503.0
5850;CCT ENTRE A ANEFA - ASSOCIAÇÃO NACIONAL DE EMPRESAS FLORESTAIS, AGRÍCOLAS E DO AMBIENTE E O SETAA - SINDICATO DA AGRICULTURA, ALIMENTAÇÃO E FLORESTAS - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2004;2010;8;2;1.103.2 5.425.1
5851;CCT ENTRE A ASSOCIAÇÃO DOS INDUSTRIAIS TRANSFORMADORES DE VIDRO PLANO DE PORTUGAL E A FEVICCOM - FEDERAÇÃO PORTUGUESA DOS SINDICATOS DA CONSTRUÇÃO, CERÂMICA E VIDRO E OUTRA - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2004;2007;12;3;2.15.2 2.46.0 5.261.1
