nome;sinal;subsetor;subsetor_nome;forma_empresarial;fonte;ano
União das freguesias de Macieira da Lixa e Caramos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Madalena e Beselga;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Malagueira e Horta das Figueiras;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Malhou, Louriceira e Espinheiro;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Malpartida e Vale de Coelha;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Malveira e São Miguel de Alcainça;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Mamouros, Alva e Ribolhos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Mangualde, Mesquitela e Cunha Alta;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Marmeleira e Assentiz;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Marrancos e Arcozelo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Marrazes e Barosa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Massamá e Monte Abraão;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Maxial e Monte Redondo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Mazedo e Cortes;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Mação, Penhascoso e Aboboreira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Meixedo e Padornelos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Melo e Nabais;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Melres e Medas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Merelim (São Pedro) e Frossos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Messegães, Valadares e Sá;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Mezio e Moura Morta;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Milhazes, Vilar de Figos e Faria;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Miragaia e Marteleira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Miuzela e Porto de Ovelha;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Moimenta da Serra e Vinhó;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Moimenta e Montouto;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Moledo e Cristelo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Monfortinho e Salvaterra do Extremo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Monsanto e Idanha-a-Velha;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Montalegre e Padroso;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Monte Real e Carvide;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Montemor-o-Velho e Gatões;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Montijo e Afonsoeiro;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Monção e Troviscoso;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Morreira e Trandeiras;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Moscavide e Portela;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Moura Morta e Vinhós;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Mouraz e Vila Nova da Rainha;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Mouçós e Lamares;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Negreiros e Chavão;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Nespereira e Casais;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Nogueira e Ermida;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Nogueira, Fraião e Lamaçães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Nogueira, Meixedo e Vilar de Murteda;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Nogueiró e Tenões;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Noura e Palheiros;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Nunes e Ousilhão;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Olaia e Paço;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Oliveira do Hospital e São Paio de Gramaços;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Oliveira do Mondego e Travanca do Mondego;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Oliveira, São Paio e São Sebastião;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Olo e Canadelo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Oriz (Santa Marinha) e Oriz (São Miguel);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Ovadas e Panchorra;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Ovoa e Vimieiro;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Padreiro (Salvador e Santa Cristina);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Painho e Figueiros;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Palhais e Coina;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Panoias e Conceição;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Parada de Ester e Ester;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Parada do Bispo e Valdigem;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Parada do Monte e Cubalhão;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Parada e Faílde;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Parada e Sendim da Ribeira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Paradela e Granjinha;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Paradela, Contim e Fiães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Paradinha e Nagosa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Parceiros e Azoia;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Paredes de Coura e Resende;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Parreira e Chouto;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Pataias e Martingança;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Pedreira, Rande e Sernande;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Pedrógão de São Pedro e Bemposta;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Pegões;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Pena, Quintã e Vila Cova;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Penalva de Alva e São Sebastião da Feira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Penedono e Granja;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Pensalvos e Parada de Monteiros;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Penso e Freixinho;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Peso da Régua e Godim;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Peva e Segões;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Pico de Regalados, Gondiães e Mós;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Picão e Ermida;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Pinheiro da Bemposta, Travanca e Palmaz;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Pinheiro de Coja e Meda de Mouros;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Pinheiros e Vale de Figueira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Poceirão e Marateca;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Podence e Santa Combinha;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Pombal e Vales;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Pontinha e Famões;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Portela e Extremo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Portunhos e Outil;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Prado e Remoães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Proença-a-Nova e Peral;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Pópulo e Ribalonga;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Póvoa de Atalaia e Atalaia do Campo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Póvoa de Rio de Moinhos e Cafede;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Póvoa de Santa Iria e Forte da Casa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Póvoa de Santo Adrião e Olival Basto;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Quintiães e Aguiar;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Quirás e Pinheiro Novo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Ramada e Caneças;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Rapa e Cadafaz;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Real, Dume e Semelhe;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Rebordainhos e Pombares;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Reboreda e Nogueira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Recardães e Espinhel;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Reguengo e São Julião;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Remondes e Soutelo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Reriz e Gafanhão;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Ribafria e Pereiro de Palhacana;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Ribeira de Nisa e Carreiras;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Rio Frio e Milhão;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Rio Torto e Lagarinhos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Romeira e Várzea;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Romãs, Decermilo e Vila Longa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Ruivães e Campos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Ruvina, Ruivós e Vale das Éguas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sacavém e Prior Velho;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sago, Lordelo e Parada;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Salvada e Quintos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sameice e Santa Eulália;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sande São Lourenço e Balazar;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sande, Vilarinho, Barros e Gomide;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santa Catarina da Serra e Chainça;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santa Clara e Castelo Viegas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santa Comba Dão e Couto do Mosteiro;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santa Cruz/Trindade e Sanjurge;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santa Eufémia e Boa Vista;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santa Lucrécia de Algeriz e Navarra;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santa Ovaia e Vila Pouca da Beira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santa Vitória e Mombeja;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santar e Moreira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santo Antão e São Julião do Tojal;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santo António dos Cavaleiros e Frielas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santo Estêvão e Moita;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sebal e Belide;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Seide;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Seixo do Côa e Vale Longo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Selho São Lourenço e Gominhães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Semide e Rio Vide;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sendim e Atenor;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sepins e Bolho;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sequeade e Bastuço (São João e Santo Estevão);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sequeiros e Gradiz;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sernancelhe e Sarzeda;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Serpa (Salvador e Santa Maria);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sezelhe e Covelães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Silva e Águas Vivas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Silvares, Pias, Nogueira e Alvarenga;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sobral Pichorro e Fuinhas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sobreira Formosa e Alvito da Beira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sobreiro de Baixo e Alvaredos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Soeira, Fresulfe e Mofreita;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Souselas e Botão;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Soutelo e Seara Velha;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Souto Santa Maria, Souto São Salvador e Gondomar;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Souto de Aguiar da Beira e Valverde;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Souto e Tabaçô;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Subportela, Deocriste e Portela Susã;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Bartolomeu dos Galegos e Moledo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Bento do Cortiço e Santo Estêvão;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Facundo e Vale das Mós;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Gregório e Santa Justa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Jorge e Ermelo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São João da Pesqueira e Várzea de Trevões;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São João da Ribeira e Ribeira de São João;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São João do Monte e Mosteirinho;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Julião de Palácios e Deilão;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Julião e Silva;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Manços e São Vicente do Pigeiro;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Martinho das Moitas e Covas do Rio;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Martinho de Antas e Paradela de Guiães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Martinho de Árvore e Lamarosa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Martinho do Bispo e Ribeira de Frades;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Miguel, Santa Eufémia e Rabaçal;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Pedro de Alva e São Paio de Mondego;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Pedro do Sul, Várzea e Baiões;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Romão e Santiago;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de São Tomé do Castelo e Justes;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Sé, Santa Maria e Meixedo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Talhinhas e Bagueixe;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Tamel (Santa Leocádia) e Vilar do Monte;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Tamengos, Aguim e Óis do Bairro;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Tavares (Chãs, Várzea e Travanca);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Taveiro, Ameal e Arzila;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Tavira (Santa Maria e Santiago);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Teixeira e Teixeiró;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Teixoso e Sarzedo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Tondela e Nandufe;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Tornada e Salir do Porto;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
União das freguesias de Torrados e Sousa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
