nome;sinal;subsetor;subsetor_nome;forma_empresarial;fonte;ano
Freguesia de Barão de São Miguel;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Basto;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Basto (São Clemente);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Batalha;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Baçal;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Beato;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Beco;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Beduído;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Beijós;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Beiral do Lima;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Beire;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Beiriz;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Beirã;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bela;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Belas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Belazaima do Chão;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Belinho;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Belmonte;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Belver;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Belém;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bem Viver;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bemposta;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Benafim;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Benavente;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bencatel;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bendada;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Benedita;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Benespera;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Benfeita;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Benfica;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Benfica do Ribatejo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Benlhevai;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Benquerença;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Benquerenças;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bensafrim;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Beringel;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bertiandos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Beselga;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Beça;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bico;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bicos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bidoeira de Cima;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bilhó;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Biscainho;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Biscoitos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bismula;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Boa Ventura;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Boalhosa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Boavista dos Pinheiros;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bobadela;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bodiosa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Boelhe;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bogas de Cima;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Boidobra;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Boivães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Boivão;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Boliqueime;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bom Sucesso;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bonfim;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Borba (Matriz);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Borba (São Bartolomeu);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Borba de Montanha;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bordeira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bordonhos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bornes de Aguiar;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Borralha;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Boticas e Granja;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bouro (Santa Maria);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bouro (Santa Marta);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bouça;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bouçoães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Braga (São Vicente);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Braga (São Vítor);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bragado;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Branca;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Brandara;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Brasfemes;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bravães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Brenha;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Brinches;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Britelo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Britiande;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Brito;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Brotas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Brufe;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Brunhoso;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bruçó;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Buarcos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bucelas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bucos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Budens;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bugalhos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bunheiro;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bustelo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bárrio;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Bárrio e Cepões;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabana Maior;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabanas de Tavira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabanas de Viriato;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabanelas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabaços;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabaços e Fojo Lobal;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabeceiras de Basto;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabeça Boa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabeça Gorda;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabeça Santa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabeço de Vide;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabeçudo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabeçudos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabeção;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabo da Praia;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabouco;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabração e Moreira do Lima;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabreiro;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabrela;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cabril;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cachopo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cacia;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cadima;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Caia, São Pedro e Alcáçova;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Caires;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Caldas de São Jorge;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Calde;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Caldelas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Calheiros;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Calheta;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Calheta de Nesquim;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Calhetas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Calvaria de Cima;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Calvelo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Calvos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Calvão;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Camacha;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cambas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cambeses;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cambres;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Campanhã;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Campanário;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Campelo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Campeã;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Campia;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Campo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Campo de Besteiros;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Campo de Ourique;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Campo do Gerês;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Campolide;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Canas de Santa Maria;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Canas de Senhorim;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Canaveses;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Canaviais;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Candedo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Candelária;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Candemil;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Candosa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Candoso (São Martinho);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Canedo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Canelas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Canha;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Canhas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Canhestros;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Canidelo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Caniçal;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Caniço;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cano;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cantanhede;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cantar-Galo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cantelães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Capela;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Capelas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Capelins (Santo António);APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Capelo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Capeludos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Capinha;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Caranguejeira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carapelhos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carapeços;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carapinha;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carapinheira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carapito;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Caravelas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cardielos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cardigos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cardosas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Caria;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carnide;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carnota;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carragosa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carrapatas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carrapichana;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carrazeda de Ansiães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carrazedo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carrazedo de Montenegro e Curros;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carregal;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carregal do Sal;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carregosa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carregueira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carregueiros;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carreira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carreço;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carriço;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carvalhais;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carvalhal;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carvalhal Benfeito;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carvalhas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carvalheira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carvalho;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carvalhosa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carviçais;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carvoeira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carvoeiro;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Carção;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Casa Branca;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Casal Comba;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Casal Vasco;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Casal de Cambra;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Casal de Cinza;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Casal dos Bernardos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Casas do Soeiro;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Casegas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castainço;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castanheira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castanheira do Vouga;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castanheiro do Sul;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castedo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Casteleiro;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castelejo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castelo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castelo Bom;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castelo Branco;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castelo Melhor;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castelo Novo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castelo Rodrigo;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castelo de Penalva;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castelo do Neiva;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castelões;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castro Daire;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castro Marim;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castro Vicente;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castro de Avelãs;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Castêlo da Maia;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cativelos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cavadoude;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cavalões;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Caveira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cavernães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cavez;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Caxarias;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Caíde de Rei;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cedovim;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cedrim;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cedros;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cedães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Ceira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cela;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Celas;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Celavisa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Celeirós;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cendufe;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cepelos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cercal;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cercosa;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cerdal;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cerdeira;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cerejais;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cernache;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cervos;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cervães;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cesar;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
Freguesia de Cete;APU;S.131323;Administração Regional e Local – Administração Local;nao;INE S.13 2025;2025
