codigo_dgert;denominacao;sigla;sigla_base;origem_sigla;tipo;lado;concelho;distrito;estado_registo;primeira_atividade;ultima_atividade
5.488.0;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE CERVEIRA E COURA;ACICC;ACICC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA NOVA DE CERVEIRA;VIANA DO CASTELO;Extinta;1994-10-30;2011-10-15
5.66.0;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE COIMBRA;ACIC;ACIC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;COIMBRA;COIMBRA;Extinta;1975-11-24;2019-03-29
5.159.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE GUIMARÃES;COMERCIALINGuimaraes;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;GUIMARÃES;BRAGA;Activa;1982-10-30;2014-11-29
5.155.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE LEIRIA, BATALHA E PORTO DE MOS;ACIL;ACIL;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;LEIRIA;Activa;1991-04-30;1991-04-30
5.155.2;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE LEIRIA, BATALHA E PORTO DE MOS;ACILIS;ACILIS;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;LEIRIA;Activa;2000-02-15;2017-06-08
5.249.0;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MIRANDELA;COMERCIALINMirandela;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;MIRANDELA;BRAGANÇA;Activa;1977-09-29;2025-02-08
5.246.0;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MONCORVO;ACIM;ACIM;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;TORRE DE MONCORVO;BRAGANÇA;Activa;2000-06-08;2003-08-22
5.506.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE PONTE DE SOR;ACIPS;ACIPS;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PONTE DE SOR;PORTALEGRE;Activa;2017-01-26;2026-09-15
5.570.0;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE SERNANCELHE;COMERCIALSernancelhe;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;SERNANCELHE;VISEU;Activa;2005-09-15;2010-04-29
5.341.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE VALENÇA;COMERCIALINDUValenca;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VALENÇA;VIANA DO CASTELO;Activa;1998-11-15;1998-11-15
5.186.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE VILA DO CONDE;COMERCIALINDUSTRVila;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA DO CONDE;PORTO;Activa;1983-05-15;2025-07-15
5.163.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE VILA NOVA DE FAMALICÃO (ACIF);ACIF;ACIF;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA NOVA DE FAMALICÃO;BRAGA;Activa;1996-07-15;2025-05-22
5.475.0;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE VILA POUCA DE AGUIAR;COMERCIAVilapoucadea;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA POUCA DE AGUIAR;VILA REAL;Extinta;1994-05-30;2012-03-22
5.245.0;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE VILA REAL;COMERCIALINDVilareal;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA REAL;VILA REAL;Activa;1977-03-03;2012-03-29
5.482.0;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE VIZELA;COMERCIALINDUSVizela;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VIZELA;BRAGA;Activa;1994-09-30;2025-04-29
5.265.0;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DO ALTO LIMA;ACIAL;ACIAL;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PONTE DA BARCA;VIANA DO CASTELO;Extinta;1999-10-29;2012-10-22
5.26.2;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DO CONCELHO DE ALENQUER;ACICA;ACICA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;ALENQUER;LISBOA;Activa;2002-01-29;2022-11-17
5.250.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DO CONCELHO DE GONDOMAR;COMERCIALINDGondomar;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;GONDOMAR;PORTO;Activa;1981-08-15;2023-03-22
5.185.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DO CONCELHO DE PAREDES;COMERCIALINDUParedes;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PAREDES;PORTO;Extinta;1981-02-14;2007-05-29
5.506.0;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DO CONCELHO DE PONTE DE SOR;ACIPS;ACIPS;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;PORTALEGRE;Activa;1997-01-15;2008-10-22
5.98.2;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DO CONCELHO DE SANTO TIRSO;COMERCIALINDUSTSanto;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;PORTO;Activa;2013-12-29;2024-06-08
5.497.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DO CONCELHO DE SEIA;COMERCIALINDUSTRSeia;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;SEIA;GUARDA;Activa;1997-05-15;1997-05-15
5.90.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DO CONCELHO DE SINTRA;ACISINTRA;ACISINTRA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;SINTRA;LISBOA;Activa;1999-11-09;2000-05-29
5.494.0;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DO CONCELHO DE TRANCOSO;COMERCIALINDTrancoso;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;TRANCOSO;GUARDA;Activa;1995-06-15;1995-06-15
5.189.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DO CONCELHO DE VALONGO;COMERCIALINDUValongo;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VALONGO;PORTO;Extinta;1990-02-28;2016-06-08
5.225.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DO CONCELHO DO FUNDÃO;ACICF;ACICF;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;FUNDÃO;CASTELO BRANCO;Activa;1998-07-30;2019-02-08
5.228.0;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DOS CONCELHOS DA COVILHÃ, BELMONTE E PENAMACOR;COMERCIALINDUCovilha;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;COVILHÃ;CASTELO BRANCO;Activa;1977-09-22;1998-11-30
5.173.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DOS CONCELHOS DE MONÇÃO E MELGAÇO;COMERCIALINDUSMoncao;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;MONÇÃO;VIANA DO CASTELO;Activa;1993-07-15;2023-03-22
5.247.0;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DOS CONCELHOS DE PESO DA RÉGUA,SANTA MARTA DE PENAGUIÃO E MESÃO FRIO;COMERCIALINDUSTRPeso;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PESO DA RÉGUA;VILA REAL;Activa;1977-09-29;2025-02-28
5.494.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DOS CONCELHOS DE TRANCOSO, AGUIAR DA BEIRA E MEDA;COMERCIALINDTrancoso;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;TRANCOSO;GUARDA;Activa;2004-07-08;2004-07-08
5.214.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DOS MUNICÍPIOS DE TOMAR, FERREIRA DO ZÊZERE E VILA NOVA DA BARQUINHA;ACITOFEBA;ACITOFEBA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;TOMAR;SANTARÉM;Activa;2009-06-26;2024-02-15
5.427.1;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL E DE SERVIÇOS DE MACEDO DE CAVALEIROS;ACISMC;ACISMC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;MACEDO DE CAVALEIROS;BRAGANÇA;Activa;2017-06-12;2026-02-28
5.101.1;ASSOCIAÇÃO COMERCIAL E INDÚSTRIAS DA REGIÃO OESTE;ACIRO;ACIRO;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;LISBOA;Activa;1994-03-15;2009-02-15
5.194.1;ASSOCIAÇÃO COMERCIAL E INDÚSTRIAS DE AMARANTE;COMERCIALINDAmarante;COMERCIALINDUSTRIAS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;AMARANTE;PORTO;Activa;1990-06-15;1997-03-15
5.160.1;ASSOCIAÇÃO COMERCIAL E INDÚSTRIAS DE FAFE, CABECEIRAS DE BASTO E CELORICO DE BASTO;COMERCIACeloricodeba;COMERCIALINDUSTRIAS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;CELORICO DE BASTO;BRAGA;Activa;1990-07-16;2001-12-08
5.209.1;ASSOCIAÇÃO COMERCIAL E INDÚSTRIAS DE FELGUEIRAS;COMERCIALIFelgueiras;COMERCIALINDUSTRIAS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;FELGUEIRAS;PORTO;Activa;1983-06-30;1987-12-30
5.181.1;ASSOCIAÇÃO COMERCIAL E INDÚSTRIAS DE LAMEGO E VALE DO DOURO SUL;COMERCIALINDUSLamego;COMERCIALINDUSTRIAS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LAMEGO;VISEU;Extinta;1994-08-30;1998-03-30
5.181.2;ASSOCIAÇÃO COMERCIAL E INDÚSTRIAS DE LAMEGO E VALE DO DOURO SUL;COMERCIALINDUSLamego;COMERCIALINDUSTRIAS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LAMEGO;VISEU;Extinta;;
5.212.1;ASSOCIAÇÃO COMERCIAL E INDÚSTRIAS DE MARCO DE CANAVESES;COMERCIAMarcodecanav;COMERCIALINDUSTRIAS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;MARCO DE CANAVESES;PORTO;Activa;1982-06-15;2002-04-08
5.317.1;ASSOCIAÇÃO COMERCIAL E INDÚSTRIAS DE RIO MAIOR;COMERCIALINDRiomaior;COMERCIALINDUSTRIAS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;RIO MAIOR;SANTARÉM;Activa;1988-12-30;1988-12-30
5.46.1;ASSOCIAÇÃO COMERCIAL E INDÚSTRIAS DE VILA NOVA DE GAIA;COMERCIALIIndustrias;COMERCIALINDUSTRIAS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA NOVA DE GAIA;PORTO;Activa;1984-01-30;2017-01-22
5.197.1;ASSOCIAÇÃO COMERCIAL E INDÚSTRIAS DO CONCELHO DA MAIA;COMERCIALINDUSTRMaia;COMERCIALINDUSTRIAS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;MAIA;PORTO;Activa;1981-03-28;1987-11-30
5.26.1;ASSOCIAÇÃO COMERCIAL E INDÚSTRIAS DO CONCELHO DE ALENQUER;COMERCIALINDUSTRIAS;COMERCIALINDUSTRIAS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;ALENQUER;LISBOA;Activa;1984-07-30;2007-07-07
5.187.1;ASSOCIAÇÃO COMERCIAL E INDÚSTRIAS DO CONCELHO DE PENAFIEL;COMERCIALINDPenafiel;COMERCIALINDUSTRIAS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PENAFIEL;PORTO;Activa;1982-12-15;1982-12-15
5.98.1;ASSOCIAÇÃO COMERCIAL E INDÚSTRIAS DO CONCELHO DE SANTO TIRSO;COMERCIAIndustriasSa;COMERCIALINDUSTRIAS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;PORTO;Activa;1989-05-15;2013-06-15
5.235.0;ASSOCIAÇÃO COMERCIAL E INDÚSTRIAS DOS CONCELHOS DE CASTELO BRANCO E VILA VELHA DE RODÃO;COMERCIACastelobranc;COMERCIALINDUSTRIAS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;CASTELO BRANCO;CASTELO BRANCO;Activa;1976-02-25;1976-02-25
5.93.0;ASSOCIAÇÃO COMERCIAL E INDÚSTRIAS DOS CONCELHOS DE SERTÃ, PROENÇA-A-NOVA,VILA DE REI E OLEIROS;COMERCIALINDUSTSerta;COMERCIALINDUSTRIAS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;SERTÃ;CASTELO BRANCO;Activa;1977-09-08;2015-09-08
5.236.1;ASSOCIAÇÃO COMERCIAL E SERVIÇOS DOS CONCELHOS DE ABRANTES, CONSTANCIA SARDOAL E MAÇÃO;COMERCIALSERVICOS;COMERCIALSERVICOS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;ABRANTES;SANTARÉM;Activa;1995-11-15;2011-07-08
5.427.0;ASSOCIAÇÃO COMERCIAL INDUSTRIAL DE MACEDO DE CAVALEIROS;COMERCIALINDUSMacedo;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;MACEDO DE CAVALEIROS;BRAGANÇA;Activa;1989-06-15;2017-02-22
5.245.1;ASSOCIAÇÃO COMERCIAL INDUSTRIAL E SERVIÇOS DE VILA REAL;ACISVR;ACISVR;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA REAL;VILA REAL;Activa;2016-11-08;2023-05-15
5.504.0;ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E DE SERVIÇOS DA NAZARÉ;COMERCIALINDUSNazare;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;NAZARÉ;LEIRIA;Activa;1996-07-30;2023-03-15
5.75.0;ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E DE SERVIÇOS DE BRAGANÇA;COMERCIALINDBraganca;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;BRAGANÇA;BRAGANÇA;Activa;1975-09-11;1976-04-03
5.46.2;ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E DE SERVIÇOS DE VILA NOVA DE GAIA;COMERCIALINDUSTRIAL;COMERCIALINDUSTRIAL;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA NOVA DE GAIA;PORTO;Activa;2017-08-15;2023-05-22
5.233.2;ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E DE SERVIÇOS DOS CONCELHOS DE TORRES NOVAS, ENTRONCAMENTO, ALCANENA E GOLEGÃ;ACIS;ACIS;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;TORRES NOVAS;SANTARÉM;Extinta;1991-11-30;2009-07-22
5.101.2;ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E SERVIÇOS DA REGIÃO OESTE;ACIRO;ACIRO;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;TORRES VEDRAS;LISBOA;Activa;2010-01-08;2026-05-29
5.174.2;ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E SERVIÇOS DE BARCELOS E DO VALE DO CAVADO;ACIBARCELOS;ACIBARCELOS;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;BARCELOS;BRAGA;Activa;2015-04-15;2019-12-22
5.75.1;ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E SERVIÇOS DE BRAGANÇA;ACISB;ACISB;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;BRAGANÇA;BRAGANÇA;Activa;2001-11-08;2023-04-29
5.235.2;ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E SERVIÇOS DE CASTELO BRANCO, IDANHA-A-NOVA E VILA VELHA DE RODÃO;COMERCIALINDUCastelo;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;CASTELO BRANCO;CASTELO BRANCO;Activa;1996-09-30;2014-02-28
5.563.0;ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E SERVIÇOS DO CONCELHO DE RESENDE;COMERCIALINDUResende;COMERCIALINDUSTRIAL;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;RESENDE;VISEU;Activa;2005-01-08;2024-01-22
5.227.2;ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E SERVIÇOS DO DISTRITO DE PORTALEGRE;ACISDP;ACISDP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTALEGRE;PORTALEGRE;Extinta;2008-12-08;2019-06-08
5.244.0;ASSOCIAÇÃO COMERCIANTES DO CONCELHO DO SEIXAL;COMERCIANTESCSetubal;COMERCIANTESCONCELHO;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;SETÚBAL;SETÚBAL;Extinta;1978-05-15;1979-07-08
5.182.1;ASSOCIAÇÃO COMÉRCIO E INDÚSTRIAS DA PÓVOA DE VARZIM;COMERCIOINDUSTRIAS;COMERCIOINDUSTRIAS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PÓVOA DE VARZIM;PORTO;Activa;1997-08-15;2009-07-22
5.345.1;ASSOCIAÇÃO DA HOTELARIA DE PORTUGAL (AHP);AHP;AHP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2007-06-29;2025-07-08
5.590.0;ASSOCIAÇÃO DA HOTELARIA REGIONAL DO DISTRITO DE AVEIRO;AHRDA;AHRDA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;AVEIRO;AVEIRO;Extinta;2007-01-17;2024-11-15
5.508.1;ASSOCIAÇÃO DA HOTELARIA, RESTAURAÇÃO E SIMILARES DE PORTUGAL (AHRESP);AHRESP;AHRESP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2009-02-22;2026-07-22
5.201.0;ASSOCIAÇÃO DA IMPRENSA DIÁRIA;IMPRENSADIARIA;IMPRENSADIARIA;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-09-18;2020-09-15
5.201.1;ASSOCIAÇÃO DA IMPRENSA DIÁRIA E NÃO DIÁRIA DE PORTUGAL;AID;AID;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2021-08-29;2021-08-29
5.139.0;ASSOCIAÇÃO DA IMPRENSA NÃO DIÁRIA;IMPRENSANAODIARIA;IMPRENSANAODIARIA;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1977-07-08;1987-02-28
5.241.1;ASSOCIAÇÃO DA INDÚSTRIA ALIMENTAR PELO FRIO;ALIF;ALIF;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;LISBOA;Activa;2000-10-08;2019-06-08
5.453.0;ASSOCIAÇÃO DA INDÚSTRIA CERVEJEIRA PORTUGUESA;AICP;AICP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;LISBOA;Activa;1991-12-15;2011-03-15
5.379.0;ASSOCIAÇÃO DA INDÚSTRIA DE CERÂMICA DA REGIÃO DE AVEIRO;CIBAVE;CIBAVE;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;AVEIRO;Extinta;1985-03-15;2012-07-08
5.478.0;ASSOCIAÇÃO DA INDÚSTRIA DE ROCHAS DO NORDESTE;INDUSTRIAROCHAS;INDUSTRIAROCHAS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA POUCA DE AGUIAR;VILA REAL;Extinta;1994-08-30;2012-05-08
5.154.1;ASSOCIAÇÃO DA INDÚSTRIA E COMÉRCIO DE COLAS E SIMILARES;AICCS;AICCS;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1993-08-30;2009-06-08
5.486.0;ASSOCIAÇÃO DA INDÚSTRIA E COMÉRCIO DE MORTÁGUA;AICM;AICM;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;MORTÁGUA;VISEU;Extinta;1994-09-30;2012-07-08
5.241.2;ASSOCIAÇÃO DA INDÚSTRIA PELO FRIO E COMERCIO DE PRODUTOS ALIMENTARES;ALIF;ALIF;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2021-02-26;2021-04-08
5.142.0;ASSOCIAÇÃO DA INDÚSTRIA VIDREIRA;INDUSTRIAVIIndustria;INDUSTRIAVIDREIRA;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1975-09-22;2000-02-08
5.508.0;ASSOCIAÇÃO DA RESTAURAÇÃO E SIMILARES DE PORTUGAL;ARESPRestauracao;ARESP;registo+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1996-11-15;2006-10-15
5.358.0;ASSOCIAÇÃO DAS ADEGAS DE COOPERATIVAS DO CENTRO E SUL DE PORTUGAL;ASCOOP;ASCOOP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1983-01-30;2012-05-22
5.112.2;ASSOCIAÇÃO DAS CASAS DE PASTO E DE VINHOS DE PORTUGAL;ACPVP;ACPVP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1990-08-30;1997-01-30
5.112.1;ASSOCIAÇÃO DAS CASAS DE PASTO E DE VINHOS DO CENTRO/SUL DE PORTUGAL;CASASPASTOVINHOS;CASASPASTOVINHOS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1983-07-15;1983-07-15
5.112.0;ASSOCIAÇÃO DAS CASAS DE PASTO E DE VINHOS DO DISTRITO DE LISBOA;CASASPASTOVINHOS;CASASPASTOVINHOS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1975-12-26;1975-12-26
5.208.0;ASSOCIAÇÃO DAS CASAS DE PASTO E DE VINHOS DOS CONCELHOS DO PORTO, MATOSINHOS, MAIA, VALONGO, GONDOMAR E VILA NOVA DE GAIA;CASASPASTOVINHOCasas;CASASPASTOVINHOS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Extinta;1979-10-08;1997-08-15
5.546.1;ASSOCIAÇÃO DAS COMPANHIAS AÉREAS EM PORTUGAL;RENA;RENA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2017-09-29;2026-09-08
5.206.0;ASSOCIAÇÃO DAS CONFEITARIAS,PASTELARIAS E LEITARIAS DO NORTE;CONFEITARIAS;CONFEITARIAS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Extinta;1976-03-04;1980-01-08
5.552.0;ASSOCIAÇÃO DAS EMPRESAS DE DRAGAGENS DO NORTE;ADRAG;ADRAG;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;MARCO DE CANAVESES;PORTO;Extinta;2003-07-29;2024-01-29
5.339.1;ASSOCIAÇÃO DAS EMPRESAS DE ESTIVA DO PORTO DE AVEIRO;EMPRESASESTIVAPORTO;EMPRESASESTIVAPORTO;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;AVEIRO;AVEIRO;Activa;1998-07-15;2026-07-29
5.275.0;ASSOCIAÇÃO DAS EMPRESAS DE PESCA DO ALGARVE;ADEPA;ADEPA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTIMÃO;FARO;Extinta;1976-06-26;2011-07-08
5.42.1;ASSOCIAÇÃO DAS EMPRESAS DE VINHO DO PORTO;AEVP;AEVP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA NOVA DE GAIA;PORTO;Activa;1997-05-15;2023-02-08
5.387.0;ASSOCIAÇÃO DAS ESTETICISTAS DE PORTUGAL;ESTETICISTAS;ESTETICISTAS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1985-08-15;2013-03-15
5.190.1;ASSOCIAÇÃO DAS INDÚSTRIAS DE MADEIRA E MOBILIÁRIO DE PORTUGAL;AIMMP;AIMMP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;1995-10-30;2026-03-15
5.270.0;ASSOCIAÇÃO DAS INDÚSTRIAS DE PAINEIS DE MADEIRA;INDUSTRIASPAINEIS;INDUSTRIASPAINEIS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1976-05-08;1983-03-30
5.270.1;ASSOCIAÇÃO DAS INDÚSTRIAS DE PAINÉIS DE MADEIRA;AIPM;AIPM;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1990-04-16;1997-05-15
5.3.1;ASSOCIAÇÃO DAS INDÚSTRIAS MARÍTIMAS;AIM;AIM;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1995-01-15;1996-11-05
5.3.0;ASSOCIAÇÃO DAS INDÚSTRIAS NAVAIS;AIN;AIN;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-09-11;1978-02-15
5.416.1;ASSOCIAÇÃO DAS MEDIADORAS IMOBILIÁRIAS DE PORTUGAL;AMIP;AMIP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Extinta;2000-12-14;2005-01-08
5.416.0;ASSOCIAÇÃO DAS MEDIADORAS IMOBILIÁRIAS DO NORTE;AMIN;AMIN;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Extinta;1988-04-30;1988-04-30
5.206.1;ASSOCIAÇÃO DAS PASTELARIAS, CASAS DE CHÁ E SIMILARES DO NORTE DE PORTUGAL;PASTELARIASCASASCHA;PASTELARIASCASASCHA;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Extinta;1996-12-30;2007-02-22
5.207.0;ASSOCIAÇÃO DAS PENSÕES DO NORTE;PENSOESNORTE;PENSOESNORTE;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Extinta;1976-03-01;2007-11-22
